From,Entry,Reviewed,Entry Name,Protein names,Gene Names,Organism,Length,Gene Ontology (biological process),Gene Ontology (GO),Gene Ontology IDs,Gene Ontology (cellular component),Gene Ontology (molecular function)
PA1719,P95434,reviewed,PSCF_PSEAE,Type III needle protein PscF (Pseudomonas secretion protein F),pscF PA1719,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),85,protein secretion by the type III secretion system [GO:0030254],cell surface [GO:0009986]; extracellular region [GO:0005576]; type III protein secretion system complex [GO:0030257]; protein secretion by the type III secretion system [GO:0030254],GO:0005576; GO:0009986; GO:0030254; GO:0030257,cell surface [GO:0009986]; extracellular region [GO:0005576]; type III protein secretion system complex [GO:0030257],
PA0895,O30508,reviewed,ARUC_PSEAE,Succinylornithine transaminase/acetylornithine aminotransferase (ACOAT) (SOAT) (Succinylornithine aminotransferase) (EC 2.6.1.11) (EC 2.6.1.81),aruC argD astC PA0895,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),406,arginine biosynthetic process [GO:0006526]; arginine catabolic process [GO:0006527]; arginine catabolic process to succinate [GO:0019545],cytoplasm [GO:0005737]; identical protein binding [GO:0042802]; N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity [GO:0003992]; pyridoxal phosphate binding [GO:0030170]; succinylornithine transaminase activity [GO:0043825]; arginine biosynthetic process [GO:0006526]; arginine catabolic process [GO:0006527]; arginine catabolic process to succinate [GO:0019545],GO:0003992; GO:0005737; GO:0006526; GO:0006527; GO:0019545; GO:0030170; GO:0042802; GO:0043825,cytoplasm [GO:0005737],identical protein binding [GO:0042802]; N2-acetyl-L-ornithine:2-oxoglutarate 5-aminotransferase activity [GO:0003992]; pyridoxal phosphate binding [GO:0030170]; succinylornithine transaminase activity [GO:0043825]
PA3568,P28812,reviewed,Y3568_PSEAE,Uncharacterized protein PA3568,PA3568,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),628,,propionate-CoA ligase activity [GO:0050218],GO:0050218,,propionate-CoA ligase activity [GO:0050218]
PA1412,Q9I3T2,unreviewed,Q9I3T2_PSEAE,YbfB/YjiJ family MFS transporter,PA1412,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),397,,plasma membrane [GO:0005886],GO:0005886,plasma membrane [GO:0005886],
PA0765,G3XCY1,unreviewed,G3XCY1_PSEAE,Positive regulator for alginate biosynthesis MucC,mucC PA0765,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),151,regulation of polysaccharide biosynthetic process [GO:0032885],membrane [GO:0016020]; regulation of polysaccharide biosynthetic process [GO:0032885],GO:0016020; GO:0032885,membrane [GO:0016020],
PA0765,Q57429,unreviewed,Q57429_PSEAI,MucC (Positive regulator for alginate biosynthesis MucC) (Transcriptional regulator),mucC rseC CAZ10_12500 CGU42_24005 GNQ48_23035 IPC1295_12650 IPC737_23115 NCTC13621_04643 PAMH19_4065,Pseudomonas aeruginosa,151,regulation of polysaccharide biosynthetic process [GO:0032885],membrane [GO:0016020]; regulation of polysaccharide biosynthetic process [GO:0032885],GO:0016020; GO:0032885,membrane [GO:0016020],
PA5049,Q9HUD0,reviewed,RL31_PSEAE,50S ribosomal protein L31,rpmE PA5049,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),71,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; metal ion binding [GO:0046872]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],GO:0003735; GO:0005840; GO:0006412; GO:0019843; GO:0046872; GO:1990904,ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],metal ion binding [GO:0046872]; rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735]
PA0546,Q9I5Z0,reviewed,METK_PSEAE,S-adenosylmethionine synthase (AdoMet synthase) (EC 2.5.1.6) (MAT) (Methionine adenosyltransferase),metK PA0546,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),396,one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556],cytosol [GO:0005829]; ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; methionine adenosyltransferase activity [GO:0004478]; one-carbon metabolic process [GO:0006730]; S-adenosylmethionine biosynthetic process [GO:0006556],GO:0000287; GO:0004478; GO:0005524; GO:0005829; GO:0006556; GO:0006730,cytosol [GO:0005829],ATP binding [GO:0005524]; magnesium ion binding [GO:0000287]; methionine adenosyltransferase activity [GO:0004478]
PA1767,Q9I2X2,unreviewed,Q9I2X2_PSEAE,Inactive transglutaminase fused to 7 transmembrane helices,PA1767,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),508,,membrane [GO:0016020],GO:0016020,membrane [GO:0016020],
PA5194,Q9HTZ5,unreviewed,Q9HTZ5_PSEAE,Phosphatidic acid phosphatase type 2/haloperoxidase domain-containing protein,PA5194,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),267,,membrane [GO:0016020],GO:0016020,membrane [GO:0016020],
PA5316,Q9HTN8,reviewed,RL28_PSEAE,50S ribosomal protein L28,rpmB PA5316,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),78,translation [GO:0006412],cytosolic large ribosomal subunit [GO:0022625]; structural constituent of ribosome [GO:0003735]; translation [GO:0006412],GO:0003735; GO:0006412; GO:0022625,cytosolic large ribosomal subunit [GO:0022625],structural constituent of ribosome [GO:0003735]
PA4987,Q9HUH8,unreviewed,Q9HUH8_PSEAE,Probable transcriptional regulator,PA4987,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),199,regulation of DNA-templated transcription [GO:0006355],DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]; regulation of DNA-templated transcription [GO:0006355],GO:0003677; GO:0003700; GO:0006355,,DNA binding [GO:0003677]; DNA-binding transcription factor activity [GO:0003700]
PA3708,Q9HXT3,unreviewed,Q9HXT3_PSEAE,Probable chemotaxis transducer,wspA PA3708,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),542,chemotaxis [GO:0006935]; signal transduction [GO:0007165],membrane [GO:0016020]; transmembrane signaling receptor activity [GO:0004888]; chemotaxis [GO:0006935]; signal transduction [GO:0007165],GO:0004888; GO:0006935; GO:0007165; GO:0016020,membrane [GO:0016020],transmembrane signaling receptor activity [GO:0004888]
PA2811,Q9I032,unreviewed,Q9I032_PSEAE,Transport permease protein,PA2811,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),259,,ATP-binding cassette (ABC) transporter complex [GO:0043190]; plasma membrane [GO:0005886]; ABC-type transporter activity [GO:0140359],GO:0005886; GO:0043190; GO:0140359,ATP-binding cassette (ABC) transporter complex [GO:0043190]; plasma membrane [GO:0005886],ABC-type transporter activity [GO:0140359]
PA5139,Q9HU45,unreviewed,Q9HU45_PSEAE,Solute-binding protein family 3/N-terminal domain-containing protein,PA5139,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),248,,,,,
PA2471,Q9I111,unreviewed,Q9I111_PSEAE,Fumarylacetoacetase-like C-terminal domain-containing protein,PA2471,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),232,,acetylpyruvate hydrolase activity [GO:0018773],GO:0018773,,acetylpyruvate hydrolase activity [GO:0018773]
PA3816,Q9HXI6,unreviewed,Q9HXI6_PSEAE,serine O-acetyltransferase (EC 2.3.1.30),cysE PA3816,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),258,cysteine biosynthetic process from serine [GO:0006535],cytosol [GO:0005829]; serine O-acetyltransferase activity [GO:0009001]; cysteine biosynthetic process from serine [GO:0006535],GO:0005829; GO:0006535; GO:0009001,cytosol [GO:0005829],serine O-acetyltransferase activity [GO:0009001]
PA3395,Q9HYK9,reviewed,NOSY_PSEAE,Probable ABC transporter permease protein NosY,nosY PA3395,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),275,,plasma membrane [GO:0005886]; ABC-type transporter activity [GO:0140359],GO:0005886; GO:0140359,plasma membrane [GO:0005886],ABC-type transporter activity [GO:0140359]
PA3404,Q9HYK0,unreviewed,Q9HYK0_PSEAE,Probable outer membrane protein,PA3404,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),451,,efflux pump complex [GO:1990281]; outer membrane [GO:0019867]; efflux transmembrane transporter activity [GO:0015562]; porin activity [GO:0015288],GO:0015288; GO:0015562; GO:0019867; GO:1990281,efflux pump complex [GO:1990281]; outer membrane [GO:0019867],efflux transmembrane transporter activity [GO:0015562]; porin activity [GO:0015288]
PA3065,Q9HZE3,unreviewed,Q9HZE3_PSEAE,FUSC family protein,PA3065,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),328,,membrane [GO:0016020],GO:0016020,membrane [GO:0016020],
PA4317,Q9HW84,unreviewed,Q9HW84_PSEAE,Uncharacterized protein,PA4317,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),245,,membrane [GO:0016020],GO:0016020,membrane [GO:0016020],
PA4968,Q9HUJ7,unreviewed,Q9HUJ7_PSEAE,Esterase,PA4968,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),206,,,,,
PA5469,Q9HTA1,unreviewed,Q9HTA1_PSEAE,TerC family protein,PA5469,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),254,,plasma membrane [GO:0005886],GO:0005886,plasma membrane [GO:0005886],
PA3361,Q9HYN5,unreviewed,Q9HYN5_PSEAE,Fucose-binding lectin PA-IIL,lecB PA3361,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),115,single-species biofilm formation [GO:0044010],carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]; single-species biofilm formation [GO:0044010],GO:0030246; GO:0044010; GO:0046872,,carbohydrate binding [GO:0030246]; metal ion binding [GO:0046872]
PA1644,Q9I381,unreviewed,Q9I381_PSEAE,Flavin reductase like domain-containing protein,PA1644,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),202,,"FMN binding [GO:0010181]; oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor [GO:0016646]",GO:0010181; GO:0016646,,"FMN binding [GO:0010181]; oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor [GO:0016646]"
PA3055,Q9HZF3,unreviewed,Q9HZF3_PSEAE,XRE family transcriptional regulator,PA3055,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),158,,DNA binding [GO:0003677],GO:0003677,,DNA binding [GO:0003677]
PA3452,Q9HYF4,reviewed,MQO1_PSEAE,Probable malate:quinone oxidoreductase 1 (EC 1.1.5.4) (MQO 1) (Malate dehydrogenase [quinone] 1),mqo1 mqoA PA3452,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),523,tricarboxylic acid cycle [GO:0006099],cytoplasm [GO:0005737]; malate dehydrogenase (menaquinone) activity [GO:0052589]; malate dehydrogenase (quinone) activity [GO:0008924]; oxidoreductase activity [GO:0016491]; tricarboxylic acid cycle [GO:0006099],GO:0005737; GO:0006099; GO:0008924; GO:0016491; GO:0052589,cytoplasm [GO:0005737],malate dehydrogenase (menaquinone) activity [GO:0052589]; malate dehydrogenase (quinone) activity [GO:0008924]; oxidoreductase activity [GO:0016491]
PA0430,Q9I687,unreviewed,Q9I687_PSEAE,Methylenetetrahydrofolate reductase (EC 1.5.1.54),metF PA0430,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),290,methionine biosynthetic process [GO:0009086]; tetrahydrofolate interconversion [GO:0035999],cytosol [GO:0005829]; FAD binding [GO:0071949]; methylenetetrahydrofolate reductase (NAD(P)H) activity [GO:0004489]; methylenetetrahydrofolate reductase NADH activity [GO:0106312]; methylenetetrahydrofolate reductase NADPH activity [GO:0106313]; methionine biosynthetic process [GO:0009086]; tetrahydrofolate interconversion [GO:0035999],GO:0004489; GO:0005829; GO:0009086; GO:0035999; GO:0071949; GO:0106312; GO:0106313,cytosol [GO:0005829],FAD binding [GO:0071949]; methylenetetrahydrofolate reductase (NAD(P)H) activity [GO:0004489]; methylenetetrahydrofolate reductase NADH activity [GO:0106312]; methylenetetrahydrofolate reductase NADPH activity [GO:0106313]
PA5337,Q9HTM1,reviewed,RPOZ_PSEAE,DNA-directed RNA polymerase subunit omega (RNAP omega subunit) (EC 2.7.7.6) (RNA polymerase omega subunit) (Transcriptase subunit omega),rpoZ PA5337,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),88,DNA-templated transcription [GO:0006351],DNA-directed RNA polymerase complex [GO:0000428]; DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]; DNA-templated transcription [GO:0006351],GO:0000428; GO:0003677; GO:0003899; GO:0006351,DNA-directed RNA polymerase complex [GO:0000428],DNA binding [GO:0003677]; DNA-directed 5'-3' RNA polymerase activity [GO:0003899]
PA4236,O52762,reviewed,CATA_PSEAE,Catalase (EC 1.11.1.6),katA PA4236,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),482,hydrogen peroxide catabolic process [GO:0042744]; response to hydrogen peroxide [GO:0042542],cytoplasm [GO:0005737]; catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]; hydrogen peroxide catabolic process [GO:0042744]; response to hydrogen peroxide [GO:0042542],GO:0004096; GO:0005737; GO:0020037; GO:0042542; GO:0042744; GO:0046872,cytoplasm [GO:0005737],catalase activity [GO:0004096]; heme binding [GO:0020037]; metal ion binding [GO:0046872]
PA2578,Q9I0Q8,reviewed,ATSE2_PSEAE,Acetyltransferase PA2578 (EC 2.3.1.-) (GCN5-related N-acetyltransferase) (GNAT),PA2578,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),186,,"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]",GO:0016747,,"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]"
PA4284,Q9HWB6,unreviewed,Q9HWB6_PSEAE,RecBCD enzyme subunit RecB (EC 3.1.11.5) (Exonuclease V subunit RecB) (ExoV subunit RecB) (Helicase/nuclease RecBCD subunit RecB),recB PA4284,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),1245,double-strand break repair via homologous recombination [GO:0000724]; recombinational repair [GO:0000725],cytosol [GO:0005829]; exodeoxyribonuclease V complex [GO:0009338]; 3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; exodeoxyribonuclease V activity [GO:0008854]; magnesium ion binding [GO:0000287]; double-strand break repair via homologous recombination [GO:0000724]; recombinational repair [GO:0000725],GO:0000287; GO:0000724; GO:0000725; GO:0003677; GO:0005524; GO:0005829; GO:0008854; GO:0009338; GO:0016887; GO:0043138,cytosol [GO:0005829]; exodeoxyribonuclease V complex [GO:0009338],3'-5' DNA helicase activity [GO:0043138]; ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]; DNA binding [GO:0003677]; exodeoxyribonuclease V activity [GO:0008854]; magnesium ion binding [GO:0000287]
PA1964,Q9I2E0,unreviewed,Q9I2E0_PSEAE,Probable ATP-binding component of ABC transporter,PA1964,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),521,,ATP binding [GO:0005524],GO:0005524,,ATP binding [GO:0005524]
PA2568,Q9I0R7,unreviewed,Q9I0R7_PSEAE,DUF202 domain-containing protein,PA2568,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),135,,membrane [GO:0016020],GO:0016020,membrane [GO:0016020],
PA1916,Q9I2I8,unreviewed,Q9I2I8_PSEAE,Probable amino acid permease,PA1916,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),410,,plasma membrane [GO:0005886]; aromatic amino acid transmembrane transporter activity [GO:0015173],GO:0005886; GO:0015173,plasma membrane [GO:0005886],aromatic amino acid transmembrane transporter activity [GO:0015173]
PA2450,Q9I132,unreviewed,Q9I132_PSEAE,Uncharacterized protein,PA2450,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),305,,,,,
PA2812,Q9I031,unreviewed,Q9I031_PSEAE,Probable ATP-binding component of ABC transporter,PA2812,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),310,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887],GO:0005524; GO:0016887,,ATP binding [GO:0005524]; ATP hydrolysis activity [GO:0016887]
PA0033,Q9I797,unreviewed,Q9I797_PSEAE,HPt domain-containing protein,PA0033,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),121,phosphorelay signal transduction system [GO:0000160],protein kinase activity [GO:0004672]; phosphorelay signal transduction system [GO:0000160],GO:0000160; GO:0004672,,protein kinase activity [GO:0004672]
PA3103,Q00512,reviewed,GSPE_PSEAE,Type II secretion system protein E (T2SS protein E) (EC 7.4.2.8) (General secretion pathway protein E) (Protein-secreting ATPase) (Type II traffic warden ATPase),xcpR PA3103,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),502,protein secretion by the type II secretion system [GO:0015628],plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627]; ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein-exporting ATPase activity [GO:0008564]; protein secretion by the type II secretion system [GO:0015628],GO:0005524; GO:0005886; GO:0008564; GO:0015627; GO:0015628; GO:0046872,plasma membrane [GO:0005886]; type II protein secretion system complex [GO:0015627],ATP binding [GO:0005524]; metal ion binding [GO:0046872]; protein-exporting ATPase activity [GO:0008564]
PA4338,Q9HW63,unreviewed,Q9HW63_PSEAE,Acyltransferase 3 domain-containing protein,PA4338,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),426,cellular polysaccharide biosynthetic process [GO:0033692]; lipopolysaccharide biosynthetic process [GO:0009103],"membrane [GO:0016020]; acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]; cellular polysaccharide biosynthetic process [GO:0033692]; lipopolysaccharide biosynthetic process [GO:0009103]",GO:0009103; GO:0016020; GO:0016747; GO:0033692,membrane [GO:0016020],"acyltransferase activity, transferring groups other than amino-acyl groups [GO:0016747]"
PA2446,Q9I136,reviewed,GCSH1_PSEAE,Glycine cleavage system H protein 1,gcvH1 PA2446,Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1),127,glycine decarboxylation via glycine cleavage system [GO:0019464]; protein lipoylation [GO:0009249],cytoplasm [GO:0005737]; cytosol [GO:0005829]; glycine cleavage complex [GO:0005960]; glycine decarboxylation via glycine cleavage system [GO:0019464]; protein lipoylation [GO:0009249],GO:0005737; GO:0005829; GO:0005960; GO:0009249; GO:0019464,cytoplasm [GO:0005737]; cytosol [GO:0005829]; glycine cleavage complex [GO:0005960],
